t,energy
9.232791575303395e11,-1.4874056372306142e27
9.234530286047196e11,-1.4874056412834185e27
9.236268996790999e11,-1.4874056448646342e27
9.2380077075348e11,-1.487405647995539e27
9.239746418278601e11,-1.487405650712299e27
9.241485129022404e11,-1.4874056530595088e27
9.243223839766205e11,-1.487405655084904e27
9.244962550510006e11,-1.48740565683538e27
9.246701261253807e11,-1.4874056583543387e27
9.24843997199761e11,-1.4874056596802191e27
9.250178682741411e11,-1.4874056608459502e27
9.251917393485212e11,-1.4874056618790055e27
9.253656104229015e11,-1.4874056628018278e27
9.255394814972816e11,-1.487405663632413e27
9.257133525716617e11,-1.4874056643849442e27
9.25887223646042e11,-1.4874056650704204e27
9.260610947204221e11,-1.487405665697212e27
9.262349657948022e11,-1.4874056662715915e27
9.264088368691825e11,-1.4874056667981784e27
9.265827079435626e11,-1.4874056672803714e27
9.267565790179427e11,-1.487405667720713e27
9.26930450092323e11,-1.4874056681212092e27
9.271043211667031e11,-1.4874056684836063e27
9.272781922410833e11,-1.4874056688095895e27
9.274520633154634e11,-1.4874056691009197e27
9.276259343898436e11,-1.4874056693594985e27
9.277998054642238e11,-1.4874056695873695e27
9.279736765386039e11,-1.4874056697866716e27
9.281475476129841e11,-1.4874056699595577e27
9.283214186873643e11,-1.4874056701080943e27
9.284952897617444e11,-1.487405670234177e27
9.286691608361246e11,-1.487405670339435e27
9.288430319105048e11,-1.4874056704251756e27
9.290169029848849e11,-1.4874056704923382e27
9.291907740592651e11,-1.4874056705414737e27
9.293646451336453e11,-1.4874056705727518e27
9.295385162080254e11,-1.4874056705859872e27
9.297123872824056e11,-1.4874056705806848e27
9.298862583567858e11,-1.4874056705561022e27
9.300601294311659e11,-1.4874056705113375e27
9.302340005055461e11,-1.4874056704454036e27
9.304078715799263e11,-1.4874056703573275e27
9.305817426543064e11,-1.487405670246223e27
9.307556137286865e11,-1.4874056701113313e27
9.309294848030668e11,-1.487405669952056e27
9.311033558774469e11,-1.4874056697679277e27
9.31277226951827e11,-1.4874056695585496e27
9.314510980262073e11,-1.4874056693234908e27
9.316249691005874e11,-1.4874056690621603e27
9.317988401749675e11,-1.4874056687736523e27
9.319727112493478e11,-1.487405668456591e27
9.321465823237279e11,-1.487405668108969e27
9.32320453398108e11,-1.4874056677279922e27
9.324943244724883e11,-1.487405667309941e27
9.326681955468684e11,-1.4874056668500385e27
9.328420666212485e11,-1.487405666342352e27
9.330159376956288e11,-1.487405665779725e27
9.331898087700089e11,-1.4874056651537617e27
9.33363679844389e11,-1.487405664454866e27
9.335375509187692e11,-1.487405663672368e27
9.337114219931494e11,-1.487405662794718e27
9.338852930675295e11,-1.4874056618097282e27
9.340591641419097e11,-1.487405660704817e27
9.342330352162899e11,-1.4874056594671473e27
9.3440690629067e11,-1.4874056580835526e27
9.345807773650502e11,-1.4874056565400991e27
9.347546484394304e11,-1.487405654821152e27
9.349285195138105e11,-1.487405652907818e27
9.351023905881907e11,-1.487405650775638e27
9.352762616625709e11,-1.4874056483913846e27
9.35450132736951e11,-1.487405645708688e27
9.356240038113312e11,-1.4874056426621478e27
9.357978748857114e11,-1.4874056391594638e27
9.359717459600916e11,-1.4874056350715293e27
9.361456170344717e11,-1.4874056302225368e27
9.363194881088519e11,-1.487405624389912e27
9.36493359183232e11,-1.4874056173483494e27
9.366672302576122e11,-1.4874056090523118e27
9.368411013319923e11,-1.4874056001103312e27
9.370149724063726e11,-1.4874055923821776e27
9.371888434807527e11,-1.4874055884756815e27
9.373627145551328e11,-1.487405589695964e27
9.375365856295131e11,-1.4874055948693042e27
9.377104567038932e11,-1.4874056016471557e27
9.378843277782733e11,-1.4874056084017495e27
9.380581988526536e11,-1.487405614505582e27
9.382320699270337e11,-1.487405619852926e27
9.384059410014138e11,-1.4874056245162565e27
9.385798120757941e11,-1.4874056286032415e27
9.387536831501742e11,-1.4874056322109332e27
9.389275542245543e11,-1.487405635415802e27
9.391014252989346e11,-1.4874056382751772e27
9.392752963733147e11,-1.4874056408315725e27
9.394491674476948e11,-1.4874056431171504e27
9.39623038522075e11,-1.4874056451575037e27
9.397969095964552e11,-1.4874056469745162e27
9.399707806708353e11,-1.4874056485882928e27
9.401446517452155e11,-1.4874056500182373e27
9.403185228195957e11,-1.487405651283446e27
9.404923938939758e11,-1.4874056524026278e27
9.40666264968356e11,-1.4874056533937655e27
9.408401360427362e11,-1.4874056542737127e27
9.410140071171163e11,-1.4874056550578363e27
9.411878781914965e11,-1.4874056557597763e27
9.413617492658767e11,-1.48740565639133e27
9.415356203402568e11,-1.4874056569624567e27
9.41709491414637e11,-1.487405657481359e27
9.418833624890172e11,-1.4874056579546242e27
9.420572335633973e11,-1.4874056583874018e27
9.422311046377775e11,-1.487405658783599e27
9.424049757121576e11,-1.4874056591460857e27
9.425788467865378e11,-1.487405659476899e27
9.42752717860918e11,-1.4874056597774542e27
9.429265889352981e11,-1.4874056600487496e27
9.431004600096783e11,-1.4874056602915413e27
9.432743310840585e11,-1.4874056605065142e27
9.434482021584386e11,-1.4874056606943985e27
9.436220732328188e11,-1.4874056608560498e27
9.43795944307199e11,-1.487405660992489e27
9.439698153815791e11,-1.487405661104882e27
9.441436864559594e11,-1.4874056611944951e27
9.443175575303395e11,-1.4874056612626192e27
9.444914286047196e11,-1.4874056613104815e27
9.446652996790999e11,-1.4874056613391554e27
9.4483917075348e11,-1.4874056613494873e27
9.450130418278601e11,-1.4874056613420205e27
9.451869129022404e11,-1.4874056613169637e27
9.453607839766205e11,-1.4874056612741526e27
9.455346550510006e11,-1.487405661213053e27
9.457085261253807e11,-1.4874056611327829e27
9.45882397199761e11,-1.4874056610321473e27
9.460562682741411e11,-1.4874056609097054e27
9.462301393485212e11,-1.487405660763846e27
9.464040104229015e11,-1.487405660592882e27
9.465778814972816e11,-1.4874056603951348e27
9.467517525716617e11,-1.4874056601690178e27
9.46925623646042e11,-1.487405659913079e27
9.470994947204221e11,-1.4874056596260132e27
9.472733657948022e11,-1.487405659306615e27
9.474472368691825e11,-1.4874056589536784e27
9.476211079435626e11,-1.4874056585658333e27
9.477949790179427e11,-1.4874056581413517e27
9.47968850092323e11,-1.4874056576778944e27
9.481427211667031e11,-1.4874056571722513e27
9.483165922410833e11,-1.4874056566200383e27
9.484904633154634e11,-1.4874056560153968e27
9.486643343898436e11,-1.4874056553506598e27
9.488382054642238e11,-1.4874056546160211e27
9.490120765386039e11,-1.4874056537991868e27
9.491859476129841e11,-1.4874056528850597e27
9.493598186873643e11,-1.4874056518554798e27
9.495336897617444e11,-1.4874056506890794e27
9.497075608361246e11,-1.4874056493613328e27
9.498814319105048e11,-1.4874056478448943e27
9.500553029848849e11,-1.4874056461102456e27
9.502291740592651e11,-1.48740564412668e27
9.504030451336453e11,-1.4874056418634763e27
9.505769162080254e11,-1.4874056392910572e27
9.507507872824056e11,-1.4874056363818154e27
9.509246583567858e11,-1.4874056331104124e27
9.510985294311659e11,-1.4874056294536604e27
9.512724005055461e11,-1.4874056253908011e27
9.514462715799263e11,-1.4874056209063217e27
9.516201426543064e11,-1.487405616000028e27
9.517940137286865e11,-1.4874056107143872e27
9.519678848030668e11,-1.4874056051992509e27
9.521417558774469e11,-1.4874055998465113e27
9.52315626951827e11,-1.487405595509186e27
9.524894980262073e11,-1.487405593646867e27
9.526633691005874e11,-1.4874055958509465e27
9.528372401749675e11,-1.4874056025102448e27
9.530111112493478e11,-1.487405612103208e27
9.531849823237279e11,-1.4874056222907358e27
9.53358853398108e11,-1.487405631442313e27
9.535327244724883e11,-1.4874056390254155e27
9.537065955468684e11,-1.487405645140535e27
9.538804666212485e11,-1.487405650077782e27
9.540543376956288e11,-1.4874056541203066e27
9.542282087700089e11,-1.487405657492096e27
9.54402079844389e11,-1.4874056603578811e27
9.545759509187692e11,-1.4874056628356573e27
9.547498219931494e11,-1.487405665009238e27
9.549236930675295e11,-1.487405666938077e27
9.550975641419097e11,-1.4874056686644103e27
9.552714352162899e11,-1.4874056702183707e27
9.5544530629067e11,-1.4874056716216873e27
9.556191773650502e11,-1.487405672890398e27
9.557930484394304e11,-1.487405674036878e27
9.559669195138105e11,-1.4874056750713094e27
9.561407905881907e11,-1.487405674412005e27
9.563146616625709e11,-1.4874056752488923e27
9.56488532736951e11,-1.4874056759995943e27
9.566624038113312e11,-1.4874056766723596e27
9.568362748857114e11,-1.4874056772752782e27
9.570101459600916e11,-1.487405677816125e27
9.571840170344717e11,-1.4874056783021786e27
9.573578881088519e11,-1.4874056787400668e27
9.57531759183232e11,-1.4874056791356373e27
9.577056302576122e11,-1.4874056794938975e27
9.578795013319923e11,-1.4874056798189953e27
9.580533724063726e11,-1.4874056801142384e27
9.582272434807527e11,-1.487405680382153e27
9.584011145551328e11,-1.4874056806245605e27
9.585749856295131e11,-1.4874056808426857e27
9.587488567038932e11,-1.4874056810372674e27
9.589227277782733e11,-1.4874056812086903e27
9.590965988526536e11,-1.4874056813571115e27
9.592704699270337e11,-1.4874056814825908e27
9.594443410014138e11,-1.4874056815852002e27
9.596182120757941e11,-1.4874056816651045e27
9.597920831501742e11,-1.487405681722619e27
9.599659542245543e11,-1.4874056817582263e27
9.601398252989346e11,-1.4874056817725463e27
9.603136963733147e11,-1.487405681766287e27
9.604875674476948e11,-1.4874056817401613e27
9.60661438522075e11,-1.4874056816948048e27
9.608353095964552e11,-1.4874056816306725e27
9.610091806708353e11,-1.4874056815479653e27
9.611830517452155e11,-1.487405681446548e27
9.613569228195957e11,-1.4874056809397674e27
9.615307938939758e11,-1.4874056798183972e27
9.61704664968356e11,-1.487405679656029e27
9.618785360427362e11,-1.4874056794703144e27
9.620524071171163e11,-1.4874056792590732e27
9.622262781914965e11,-1.4874056790198087e27
9.624001492658767e11,-1.4874056787497895e27
9.625740203402568e11,-1.4874056784461567e27
9.62747891414637e11,-1.487405678106025e27
9.629217624890172e11,-1.4874056777265813e27
9.630956335633973e11,-1.4874056773051242e27
9.632695046377775e11,-1.4874056768390657e27
9.634433757121577e11,-1.4874056763258332e27
9.636172467865378e11,-1.4874056757626867e27
9.63791117860918e11,-1.4874056751464368e27
9.639649889352981e11,-1.4874056744730717e27
9.641388600096783e11,-1.4874056737372843e27
9.643127310840585e11,-1.48740567293192e27
9.644866021584386e11,-1.4874056720473146e27
9.646604732328188e11,-1.4874056710705197e27
9.64834344307199e11,-1.4874056699843798e27
9.650082153815791e11,-1.487405668766437e27
9.651820864559594e11,-1.487405667387637e27
9.653559575303395e11,-1.487405665810885e27
9.655298286047196e11,-1.4874056639895664e27
9.657036996790999e11,-1.4874056618663284e27
9.6587757075348e11,-1.4874056593727523e27
9.660514418278601e11,-1.48740565643094e27
9.662253129022404e11,-1.4874056529586596e27
9.663991839766205e11,-1.487405648880147e27
9.665730550510006e11,-1.4874056441447284e27
9.667469261253807e11,-1.4874056379773077e27
9.66920797199761e11,-1.4874056320226946e27
9.670946682741411e11,-1.4874056257209097e27
9.672685393485212e11,-1.4874056194484249e27
9.674424104229015e11,-1.4874056137538067e27
9.676162814972816e11,-1.4874056093311512e27
9.677901525716617e11,-1.4874056069264544e27
9.67964023646042e11,-1.4874056071538667e27
9.681378947204221e11,-1.4874056102485532e27
9.683117657948022e11,-1.487405615882603e27
9.684856368691825e11,-1.4874056232136156e27
9.686595079435626e11,-1.4874056311902296e27
9.688333790179427e11,-1.487405638915817e27
9.69007250092323e11,-1.4874056458457364e27
9.691811211667031e11,-1.487405651775398e27
9.693549922410833e11,-1.4874056567231797e27
9.695288633154635e11,-1.4874056608128426e27
9.697027343898436e11,-1.4874056641968953e27
9.698766054642238e11,-1.487405667018723e27
9.700504765386039e11,-1.487405669398833e27
9.702243476129841e11,-1.4874056714329866e27
9.703982186873643e11,-1.4874056731950301e27
9.705720897617444e11,-1.4874056747409768e27
9.707459608361246e11,-1.4874056761128841e27
9.709198319105048e11,-1.4874056773421024e27
9.710937029848849e11,-1.487405678451853e27
9.712675740592651e11,-1.4874056794592437e27
9.714414451336453e11,-1.487405680376831e27
9.716153162080254e11,-1.4874056812138666e27
9.717891872824056e11,-1.4874056819772963e27
9.719630583567858e11,-1.487405682672549e27
9.721369294311659e11,-1.4874056822149953e27
9.723108005055461e11,-1.4874056827870926e27
9.724846715799263e11,-1.4874056833036566e27
9.726585426543064e11,-1.487405683768713e27
9.728324137286865e11,-1.4874056841863726e27
9.730062848030668e11,-1.4874056845607813e27
9.731801558774469e11,-1.487405684896026e27
9.73354026951827e11,-1.4874056851960074e27
9.735278980262073e11,-1.4874056854643152e27
9.737017691005874e11,-1.487405685704141e27
9.738756401749675e11,-1.4874056859181933e27
9.740495112493478e11,-1.4874056861086658e27
9.742233823237279e11,-1.4874056862772243e27
9.74397253398108e11,-1.4874056864250242e27
9.745711244724883e11,-1.4874056865527523e27
9.747449955468684e11,-1.4874056866606908e27
9.749188666212485e11,-1.487405686748795e27
9.750927376956288e11,-1.4874056868167923e27
9.752666087700089e11,-1.4874056868642744e27
9.75440479844389e11,-1.4874056868908034e27
9.756143509187693e11,-1.487405686895996e27
9.757882219931494e11,-1.4874056868795947e27
9.759620930675295e11,-1.4874056868414991e27
9.761359641419097e11,-1.4874056867817704e27
9.763098352162899e11,-1.4874056867005932e27
9.7648370629067e11,-1.487405686598213e27
9.766575773650502e11,-1.4874056864748387e27
9.768314484394304e11,-1.487405686330542e27
9.770053195138105e11,-1.4874056861651489e27
9.771791905881907e11,-1.4874056859781282e27
9.773530616625709e11,-1.487405685155465e27
9.77526932736951e11,-1.4874056848047635e27
9.777008038113312e11,-1.4874056845448695e27
9.778746748857114e11,-1.4874056842561102e27
9.780485459600916e11,-1.4874056839351845e27
9.782224170344717e11,-1.4874056835781945e27
9.783962881088519e11,-1.487405683180727e27
9.78570159183232e11,-1.487405682737948e27
9.787440302576122e11,-1.4874056822447285e27
9.789179013319923e11,-1.4874056816957902e27
9.790917724063726e11,-1.487405681085825e27
9.792656434807527e11,-1.4874056804095549e27
9.794395145551328e11,-1.4874056796616992e27
9.796133856295131e11,-1.487405678836783e27
9.797872567038932e11,-1.4874056779287683e27
9.799611277782733e11,-1.487405676930465e27
9.801349988526536e11,-1.4874056758327214e27
9.803088699270337e11,-1.4874056746233384e27
9.804827410014138e11,-1.4874056732856786e27
9.806566120757941e11,-1.4874056717968648e27
9.808304831501742e11,-1.4874056701254155e27
9.810043542245543e11,-1.4874056682280908e27
9.811782252989346e11,-1.4874056660456746e27
9.813520963733147e11,-1.4874056634974132e27
9.815259674476948e11,-1.4874056604741174e27
9.81699838522075e11,-1.4874056568308875e27
9.818737095964552e11,-1.487405652383149e27
9.820475806708353e11,-1.4874056469161662e27
9.822214517452155e11,-1.4874056402308202e27
9.823953228195957e11,-1.4874056322631732e27
9.825691938939758e11,-1.48740562330178e27
9.82743064968356e11,-1.4874056140782924e27
9.829169360427362e11,-1.4874056062742755e27
9.830908071171163e11,-1.4874056011578958e27
9.832646781914965e11,-1.487405599412182e27
9.834385492658767e11,-1.4874056007627767e27
9.836124203402568e11,-1.487405604362655e27
9.83786291414637e11,-1.4874056092968212e27
9.839601624890172e11,-1.4874056148416517e27
9.841340335633973e11,-1.4874056205031083e27
9.843079046377775e11,-1.48740562596933e27
9.844817757121577e11,-1.4874056310557904e27
9.846556467865378e11,-1.4874056356649055e27
9.84829517860918e11,-1.4874056397592007e27
9.850033889352981e11,-1.4874056433427216e27
9.851772600096783e11,-1.4874056464468817e27
9.853511310840585e11,-1.4874056491191106e27
9.855250021584386e11,-1.4874056514139566e27
9.856988732328188e11,-1.4874056533866267e27
9.85872744307199e11,-1.4874056550888263e27
9.860466153815791e11,-1.4874056565664888e27
9.862204864559594e11,-1.4874056578589084e27
9.863943575303395e11,-1.487405658998767e27
9.865682286047196e11,-1.487405660012662e27
9.867420996790999e11,-1.487405660921854e27
9.8691597075348e11,-1.4874056617430728e27
9.870898418278601e11,-1.4874056624892737e27
9.872637129022404e11,-1.4874056631703464e27
9.874375839766205e11,-1.4874056637937156e27
9.876114550510006e11,-1.4874056643648951e27
9.877853261253807e11,-1.4874056648879556e27
9.87959197199761e11,-1.4874056653659532e27
9.881330682741411e11,-1.4874056658012933e27
9.883069393485212e11,-1.4874056661960312e27
9.884808104229015e11,-1.487405666552106e27
9.886546814972816e11,-1.487405666871498e27
9.888285525716617e11,-1.4874056671563086e27
9.89002423646042e11,-1.487405667408778e27
9.891762947204221e11,-1.4874056676312355e27
9.893501657948022e11,-1.4874056678260258e27
9.895240368691825e11,-1.4874056679954053e27
9.896979079435626e11,-1.4874056681414507e27
9.898717790179427e11,-1.487405668265969e27
9.90045650092323e11,-1.4874056683704328e27
9.902195211667031e11,-1.4874056684559286e27
9.903933922410833e11,-1.4874056685231456e27
9.905672633154635e11,-1.4874056685723768e27
9.907411343898436e11,-1.4874056686035438e27
9.909150054642238e11,-1.4874056686162454e27
9.910888765386039e11,-1.4874056686098206e27
9.912627476129841e11,-1.4874056685834335e27
9.914366186873643e11,-1.4874056685361575e27
9.916104897617444e11,-1.487405668467068e27
9.917843608361246e11,-1.4874056683753198e27
9.919582319105048e11,-1.4874056682602073e27
9.921321029848849e11,-1.4874056681211872e27
9.923059740592651e11,-1.4874056679578655e27
9.924798451336453e11,-1.487405667769949e27
9.926537162080254e11,-1.4874056675571435e27
9.928275872824056e11,-1.487405667319046e27
9.930014583567858e11,-1.4874056670549924e27
9.931753294311659e11,-1.4874056667639143e27
9.933492005055461e11,-1.4874056664441832e27
9.935230715799263e11,-1.487405666093473e27
9.936969426543064e11,-1.4874056657086196e27
9.938708137286865e11,-1.4874056652855094e27
9.940446848030668e11,-1.4874056648189888e27
9.942185558774469e11,-1.4874056643028002e27
9.94392426951827e11,-1.487405663729575e27
9.945662980262073e11,-1.4874056630908753e27
9.947401691005874e11,-1.4874056623773025e27
9.949140401749675e11,-1.4874056615786708e27
9.950879112493478e11,-1.487405660684231e27
9.952617823237279e11,-1.4874056596828844e27
9.95435653398108e11,-1.4874056585633154e27
9.956095244724883e11,-1.4874056573139472e27
9.957833955468684e11,-1.4874056559225824e27
9.959572666212485e11,-1.4874056543756327e27
9.961311376956288e11,-1.487405652656808e27
9.963050087700089e11,-1.4874056507451828e27
9.96478879844389e11,-1.4874056486124782e27
9.966527509187693e11,-1.4874056462193576e27
9.968266219931494e11,-1.4874056435103525e27
9.970004930675295e11,-1.4874056404068963e27
9.971743641419097e11,-1.487405636797873e27
9.973482352162899e11,-1.487405632527754e27
9.9752210629067e11,-1.487405627385533e27
9.976959773650502e11,-1.4874056211091308e27
9.978698484394304e11,-1.487405613453938e27
9.980437195138105e11,-1.487405604445995e27
9.982175905881907e11,-1.4874055949483654e27
9.983914616625709e11,-1.4874055871190466e27
9.98565332736951e11,-1.487405583465263e27
9.987392038113312e11,-1.4874055848126852e27
9.989130748857114e11,-1.4874055896774922e27
9.990869459600916e11,-1.487405595908589e27
9.992608170344717e11,-1.487405602159317e27
9.994346881088519e11,-1.4874056079057705e27
9.99608559183232e11,-1.487405613035368e27
9.997824302576122e11,-1.487405617583427e27
9.999563013319923e11,-1.487405621621513e27
1.0001301724063726e12,-1.4874056252188265e27
1.0003040434807527e12,-1.4874056284320509e27
1.0004779145551328e12,-1.487405631305213e27
1.0006517856295131e12,-1.4874056338725438e27
1.0008256567038932e12,-1.487405636161824e27
1.0009995277782733e12,-1.487405638197199e27
1.0011733988526536e12,-1.4874056400011793e27
1.0013472699270337e12,-1.4874056415957482e27
1.0015211410014138e12,-1.487405643002725e27
1.0016950120757941e12,-1.4874056442436017e27
1.0018688831501742e12,-1.4874056453390913e27
1.0020427542245543e12,-1.4874056463086248e27
1.0022166252989346e12,-1.487405647169914e27
1.0023904963733147e12,-1.4874056479386722e27
1.0025643674476948e12,-1.4874056486284876e27
1.0027382385220751e12,-1.487405649250835e27
1.0029121095964552e12,-1.4874056498151765e27
1.0030859806708353e12,-1.4874056503291457e27
1.0032598517452155e12,-1.4874056507987455e27
1.0034337228195957e12,-1.4874056512285748e27
1.0036075938939758e12,-1.4874056516220606e27
1.003781464968356e12,-1.4874056519816891e27
1.0039553360427362e12,-1.4874056523092276e27
1.0041292071171163e12,-1.4874056526059523e27
1.0043030781914965e12,-1.4874056528728386e27
1.0044769492658767e12,-1.4874056531107433e27
1.0046508203402568e12,-1.4874056533205328e27
1.004824691414637e12,-1.4874056535031848e27
1.0049985624890172e12,-1.4874056536598245e27
1.0051724335633973e12,-1.4874056537917192e27
1.0053463046377775e12,-1.48740565390024e27
1.0055201757121577e12,-1.4874056539867836e27
1.0056940467865378e12,-1.4874056540526864e27
1.005867917860918e12,-1.487405654099137e27
1.0060417889352981e12,-1.4874056541270947e27
1.0062156600096783e12,-1.4874056541372234e27
1.0063895310840585e12,-1.4874056541298454e27
1.0065634021584386e12,-1.4874056541049156e27
1.0067372732328188e12,-1.487405654062018e27
1.006911144307199e12,-1.487405654000385e27
1.0070850153815791e12,-1.487405653918938e27
1.0072588864559594e12,-1.4874056538163474e27
1.0074327575303395e12,-1.4874056536911147e27
1.0076066286047196e12,-1.4874056535416548e27
1.0077804996790999e12,-1.4874056533663937e27
1.00795437075348e12,-1.4874056531638442e27
1.0081282418278601e12,-1.4874056529326633e27
1.0083021129022404e12,-1.4874056526716681e27
1.0084759839766205e12,-1.4874056523797976e27
1.0086498550510006e12,-1.487405652056034e27
1.0088237261253809e12,-1.4874056516992543e27
1.008997597199761e12,-1.4874056513080557e27
1.0091714682741411e12,-1.4874056508805244e27
1.0093453393485212e12,-1.487405650414002e27
1.0095192104229015e12,-1.4874056499048128e27
1.0096930814972816e12,-1.4874056493479954e27
1.0098669525716617e12,-1.4874056487370125e27
1.010040823646042e12,-1.4874056480634695e27
1.0102146947204221e12,-1.4874056473168184e27
1.0103885657948022e12,-1.4874056464841085e27
1.0105624368691825e12,-1.487405645549766e27
1.0107363079435626e12,-1.4874056444954946e27
1.0109101790179427e12,-1.4874056433003175e27
1.011084050092323e12,-1.4874056419408382e27
1.0112579211667031e12,-1.4874056403917464e27
1.0114317922410833e12,-1.4874056386265256e27
1.0116056633154635e12,-1.487405636618276e27
1.0117795343898436e12,-1.4874056343404088e27
1.0119534054642238e12,-1.4874056317669474e27
1.0121272765386039e12,-1.4874056288721843e27
1.0123011476129841e12,-1.4874056256295826e27
1.0124750186873643e12,-1.4874056220102397e27
1.0126488897617444e12,-1.4874056179818622e27
1.0128227608361246e12,-1.4874056135106162e27
1.0129966319105048e12,-1.4874056085712592e27
1.0131705029848849e12,-1.4874056031780656e27
1.0133443740592651e12,-1.4874055974636998e27
1.0135182451336453e12,-1.4874055918530667e27
1.0136921162080254e12,-1.487405587350661e27
1.0138659872824056e12,-1.4874055856820998e27
1.0140398583567858e12,-1.487405588515983e27
1.0142137294311659e12,-1.4874055958416587e27
1.0143876005055461e12,-1.487405605658289e27
1.0145614715799263e12,-1.487405615560349e27
1.0147353426543064e12,-1.4874056241895547e27
1.0149092137286866e12,-1.487405631259431e27
1.0150830848030668e12,-1.4874056369687768e27
1.0152569558774469e12,-1.487405641616646e27
1.015430826951827e12,-1.4874056454649123e27
1.0156046980262073e12,-1.4874056487123878e27
1.0157785691005874e12,-1.4874056515026495e27
1.0159524401749675e12,-1.4874056539376247e27
1.0161263112493478e12,-1.487405656089345e27
1.0163001823237279e12,-1.4874056580087396e27
1.016474053398108e12,-1.4874056597319517e27
1.0166479244724883e12,-1.4874056612848843e27
1.0168217955468684e12,-1.4874056626865148e27
1.0169956666212485e12,-1.487405663951327e27
1.0171695376956288e12,-1.4874056650910965e27
1.0173434087700089e12,-1.4874056661161294e27
1.017517279844389e12,-1.487405667036054e27
1.0176911509187693e12,-1.4874056678602396e27
1.0178650219931494e12,-1.4874056685979305e27
1.0180388930675295e12,-1.4874056692581807e27
1.0182127641419097e12,-1.4874056698496992e27
1.0183866352162899e12,-1.487405670380647e27
1.01856050629067e12,-1.4874056708584646e27
1.0187343773650502e12,-1.4874056712897483e27
1.0189082484394304e12,-1.4874056716801722e27
1.0190821195138105e12,-1.4874056720344717e27
1.0192559905881907e12,-1.4874056723564703e27
1.0194298616625709e12,-1.487405672649137e27
1.019603732736951e12,-1.487405672914677e27
1.0197776038113312e12,-1.487405673154635e27
1.0199514748857114e12,-1.4874056733700177e27
1.0201253459600916e12,-1.4874056735614286e27
1.0202992170344717e12,-1.487405673729206e27
1.0204730881088519e12,-1.4874056738735478e27
1.020646959183232e12,-1.4874056739946362e27
1.0208208302576122e12,-1.4874056740927248e27
1.0209947013319923e12,-1.4874056741681996e27
1.0211685724063726e12,-1.4874056742216043e27
1.0213424434807527e12,-1.4874056742536207e27
1.0215163145551328e12,-1.4874056742650204e27
1.0216901856295131e12,-1.487405674256588e27
1.0218640567038932e12,-1.487405674229035e27
1.0220379277782733e12,-1.4874056741829117e27
1.0222117988526536e12,-1.487405674118521e27
1.0223856699270337e12,-1.487405674035849e27
1.0225595410014138e12,-1.487405673934505e27
1.0227334120757941e12,-1.4874056738136954e27
1.0229072831501742e12,-1.4874056736722077e27
1.0230811542245543e12,-1.487405673508427e27
1.0232550252989346e12,-1.4874056733203648e27
1.0234288963733147e12,-1.4874056731057256e27
1.0236027674476948e12,-1.4874056728619944e27
1.0237766385220751e12,-1.4874056725865296e27
1.0239505095964552e12,-1.4874056722766713e27
1.0241243806708353e12,-1.4874056719298312e27
1.0242982517452155e12,-1.4874056715435466e27
1.0244721228195957e12,-1.4874056711154916e27
1.0246459938939758e12,-1.4874056706433974e27
1.024819864968356e12,-1.4874056701249042e27
1.0249937360427362e12,-1.4874056695573132e27
1.0251676071171163e12,-1.4874056689372607e27
1.0253414781914965e12,-1.4874056682603095e27
1.0255153492658767e12,-1.4874056675204636e27
1.0256892203402568e12,-1.4874056667096037e27
1.025863091414637e12,-1.4874056658168445e27
1.0260369624890172e12,-1.487405664827759e27
1.0262108335633973e12,-1.4874056637235014e27
1.0263847046377775e12,-1.4874056624797852e27
1.0265585757121577e12,-1.4874056610657374e27
1.0267324467865378e12,-1.4874056594427557e27
1.026906317860918e12,-1.4874056575635276e27
1.0270801889352981e12,-1.4874056553716413e27
1.0272540600096783e12,-1.4874056528024207e27
1.0274279310840585e12,-1.4874056497859512e27
1.0276018021584386e12,-1.487405646253522e27
1.0277756732328188e12,-1.487405642148717e27
1.027949544307199e12,-1.4874056374440585e27
1.0281234153815791e12,-1.4874056321632337e27
1.0282972864559594e12,-1.4874056264080567e27
1.0284711575303395e12,-1.4874056203885906e27
1.0286450286047196e12,-1.4874056144542273e27
1.0288188996790999e12,-1.4874056091197033e27
1.02899277075348e12,-1.4874056050671445e27
1.0291666418278601e12,-1.487405603079927e27
1.0293405129022404e12,-1.4874056038483345e27
1.0295143839766205e12,-1.4874056076492932e27
1.0296882550510006e12,-1.4874056140801193e27
1.0298621261253809e12,-1.4874056221242777e27
1.030035997199761e12,-1.4874056305776697e27
1.0302098682741411e12,-1.4874056385055584e27
1.0303837393485212e12,-1.4874056454255984e27
1.0305576104229015e12,-1.487405651227135e27
1.0307314814972816e12,-1.4874056560047851e27
1.0309053525716617e12,-1.4874056599276912e27
1.031079223646042e12,-1.4874056631690424e27
1.0312530947204221e12,-1.4874056658781054e27
1.0314269657948022e12,-1.4874056681739696e27
1.0316008368691825e12,-1.487405670148078e27
1.0317747079435626e12,-1.4874056718692847e27
1.0319485790179427e12,-1.487405673388884e27
1.032122450092323e12,-1.4874056747448468e27
1.0322963211667031e12,-1.48740567596513e27
1.0324701922410833e12,-1.487405677070225e27
1.0326440633154635e12,-1.4874056780751056e27
1.0328179343898436e12,-1.4874056789907483e27
1.0329918054642238e12,-1.4874056798253255e27
1.0331656765386039e12,-1.487405680585156e27
1.0333395476129841e12,-1.4874056812754368e27
1.0335134186873643e12,-1.487405681900791e27
